"id","company_name","registration_number","category","state","original_website","aum","contact_email","contact_phone","business_summary","primary_focus","validated_urls","confidence_level","data_completeness"
375,"Geojit Credits (P) Ltd (Formerly Known as A S R Financing & Leasing (P) Ltd)","ROW-2779",NULL,NULL,"https://www.geojitcredits.com/",NULL,NULL,NULL,"Geojit Credits Pvt. Ltd., a Non-Deposit taking Non-banking Finance Company (NBFC), provides loan against shares, mutual funds, sovereign gold bonds, and other financial products.","MSME","{homepage:https://www.geojitcredits.com/,about:https://www.geojitcredits.com/company-profile,team:https://www.geojitcredits.com/contact-us,products:https://www.geojitcredits.com/loan-against-shares}","high","0.86"
376,"Ggrace Leasing Co Pvt Ltd","ROW-2784",NULL,NULL,"https://ggraceleasing.com/",NULL,NULL,NULL,"G-Grace Leasing Company is a Non-Banking Financial Company (NBFC) that provides various financial solutions, including gold loans, vehicle loans, business loans, and personal loans. The company was founded in 2008 and has its roots in Thrissur district, Kerala. It offers quick and hassle-free financing options with competitive rates and flexible schemes.","Multi-Product","{about:https://ggraceleasing.com/about/,products:https://ggraceleasing.com/service/,team:https://ggraceleasing.com/contact-us/,homepage:https://ggraceleasing.com/}","medium","0.86"
377,"Ghalla & Bhansali Securities Pvt. Ltd,","ROW-2785",NULL,NULL,"https://www.ghallabhansali.com/",NULL,NULL,NULL,"EQUIGREEN is an NBFC that aims to create 'Green Wealth' for all stakeholders, focusing on investment banking and financial services.","MSME","{homepage:https://www.ghallabhansali.com/}","high","0.86"
378,"Ghosh Financiers & Marketiers Pvt. Ltd.","ROW-2788",NULL,NULL,"https://ghoshfundz.in/",NULL,NULL,NULL,"GHOSH Funds is an NBFC that offers various financial services including Mutual Fund, Insurance, Fixed Deposit, and more. It provides investment products with the aim of generating returns for its clients. The company focuses on providing affordable investment options to its customers.","Not specified on website","{homepage:https://ghoshfundz.in/}","medium","0.86"
379,"Giltfin Lease Ltd. (Name as per MCA - Media Matrix Worldwide Limited)","ROW-2797",NULL,NULL,"https://itlfinlease.in/",NULL,NULL,NULL,"ITL Finlease & Securities Ltd is a Non Banking Finance Company (NBFC) registered with the Reserve Bank of India, offering leasing and hire purchase activities, as well as finance and investment services.","MSME","{team:https://itlfinlease.in/index.php?p=pages/contactus,homepage:https://itlfinlease.in/,about:https://itlfinlease.in/index.php?p=pages/aboutus}","high","1.00"
380,"Ginni Fincap Pvt. Ltd.","ROW-2800",NULL,NULL,"https://www.seedsfincap.com/mission.html",NULL,NULL,NULL,"Seeds Fincap Private Limited is a Non-Banking Financial Company (NBFC) that focuses solely on lending to entrepreneurs for activities involving income generation, aiming to be the most preferred and trusted financial service partner for micro, small, and medium enterprises.","MSME","{homepage:https://www.seedsfincap.com/mission.html}","high","1.00"
381,"Gita Finvest Pvt. Ltd,","ROW-2814",NULL,NULL,"http://gitafinvest.com/",NULL,NULL,NULL,"Gita Finvest Private Limited is a non-deposit taking Non-Banking Financial Company (NBFC) registered with the Reserve Bank of India (RBI) under the NBFC Investment and Credit Company (NBFC-ICC) category, specializing in investment activities, consumer financing, and commercial lending.","Multi-Product","{homepage:http://gitafinvest.com/}","medium","0.86"
382,"Glaxo Finance Private Limited","ROW-2824",NULL,NULL,"https://www.glaxoin.com/about-us.html",NULL,NULL,NULL,"GLAXO FINANCE PRIVATE LIMITED is a non-banking financial institution that provides hassle-free loans with convenient and fast loan facilities, offering financial solutions to customers.","MSME","{homepage:https://www.glaxoin.com/about-us.html}","high","1.00"
383,"Globe Stock & Securities Ltd","ROW-2839",NULL,NULL,"https://globecapital.com/",NULL,NULL,NULL,"Globe Capital is a financial services group that offers various financial products and services, including retail investors' services, commodity trading, currency trading, portfolio management schemes, depositary services, mutual fund distribution, IPO distribution, securities lending and borrowing, corporate advisory, and international broking.","Multi-Product","{homepage:https://globecapital.com/,team:https://globecapital.com/portfolio-management-service/,products:https://globecapital.com/clearing-service/,about:https://globecapital.com/about-us/}","high","1.00"
384,"Goenka Business & Finance Ltd","ROW-2859",NULL,NULL,"https://www.goenkabusinessfinancelimited.in/",NULL,NULL,NULL,"Goenka Business & Finance Ltd is a Public Listed Company providing business finance solutions, emphasizing the importance of staying alert and safe from fraudulent loan offers.","MSME","{homepage:https://www.goenkabusinessfinancelimited.in/}","high","1.00"
385,"Goenka Holdings Pvt Ltd","ROW-2860",NULL,NULL,"https://www.goenkabusinessfinancelimited.in/",NULL,NULL,NULL,"Goenka Business & Finance Ltd is a Public Listed Company providing business finance solutions, emphasizing the importance of staying alert and safe from fraudulent loan offers.","MSME","{homepage:https://www.goenkabusinessfinancelimited.in/}","high","1.00"
386,"Goldedge Estate & Investments Ltd.","ROW-2871",NULL,NULL,"https://www.goldedgeestate.in/",NULL,NULL,NULL,"Goldedge Estate and Investments Private Limited is a non-banking financial company (NBFC) registered with the Reserve Bank of India, engaged in investment and finance activities.","Not specified on website","{homepage:https://www.goldedgeestate.in/}","medium","0.86"
387,"Golden Goenka Credit Private Limited","ROW-2873",NULL,NULL,"https://www.goldengoenka.com/",NULL,NULL,NULL,"Golden Goenka Group is a leading Financial Solution Provider in Kolkata, offering financial services such as private equity investment, term loans, and financing for businesses. The group has established various non-banking financial corporations to provide comprehensive financial solutions to individuals and organizations. With a net worth of INR 500 crore and a lending book of over INR 550 crore, the group specializes in providing strategic short-term and long-term financing.","Multi-Product","{about:https://www.goldengoenka.com/mission-vision/,team:https://www.goldengoenka.com/contact-us/,homepage:https://www.goldengoenka.com/,products:https://www.goldengoenka.com/financial-services/}","medium","0.86"
388,"Goldline Finance Pvt Ltd","ROW-2881",NULL,NULL,"https://www.goldlinefinance.in/",NULL,NULL,NULL,"Goldline Finance is a Reserve Bank of India-registered Non-Deposit Taking Non-Banking Financial Institution (NBFC) that offers personal loans and two-wheeler loans to borrowers. It uses innovative technology and credit availability to provide flexible cash loans. The company aims to become the primary choice of credit for borrowers in India.","MSME","{products:https://www.goldlinefinance.in/home,homepage:https://www.goldlinefinance.in/,team:https://www.goldlinefinance.in/digital-lending-partner}","high","1.00"
389,"Goldrock Travels (P) Ltd","ROW-2885",NULL,NULL,"https://www.goldrockinvest.in/",NULL,NULL,NULL,"Gold Rock Investments Limited is a Non-Banking Finance Company (NBFC) that provides financial services to industrial enterprises and other customers. The company was incorporated in 1978 and has been registered as an NBFC since 1981. It offers various financial products, including loans and investments.","MSME","{team:https://www.goldrockinvest.in/resource/Contact_Us.aspx,about:https://www.goldrockinvest.in/resource/About/Board_of_Directors.aspx,homepage:https://www.goldrockinvest.in/}","medium","0.86"
390,"Goodluck Advances and Finlease Limited","ROW-2904",NULL,NULL,"https://www.goodluckfinlease.com/",NULL,NULL,NULL,"Goodluck Advances and Finlease Limited is a RBI-registered Non-Banking Financial Company (NBFC) engaged in lending activities since 1995, specializing in providing accessible and reliable credit solutions to individuals and businesses through Personal Loans, Machinery & Equipment Loan, and Commercial Vehicle Loan.","MSME","{homepage:https://www.goodluckfinlease.com/,team:https://www.goodluckfinlease.com/customer-grievance/contact-us,about:https://www.goodluckfinlease.com/about/about-us,products:https://www.goodluckfinlease.com/products/loan-services}","medium","0.86"
391,"Goodluck Commercials Ltd.","ROW-2907",NULL,NULL,"https://www.goodluckfin.com/about.php",NULL,NULL,NULL,"Goodluck Financial Inclusion Pvt. Ltd. is an NBFC that provides group loans exclusively to individuals in Haryana and Western Uttar Pradesh, with no personal or business loan offerings.","MSME","{homepage:https://www.goodluckfin.com/about.php}","high","1.00"
392,"Gopal Holdings Pvt. Ltd","ROW-2925",NULL,NULL,"https://rgopal.in/",NULL,NULL,NULL,"R. Gopal & Associates is a non-banking financial company (NBFC) that provides various corporate finance services, including audit, accounting, and tax services.","Multi-Product","{products:https://rgopal.in/resource/Services/Corporate_Services.aspx,homepage:https://rgopal.in/,about:https://rgopal.in/resources/Bulletins/Corporate_Matters/Corporate_Matters.aspx,team:https://rgopal.in/resource/Partners.aspx}","medium","0.86"
393,"Gopi Securities Pvt Ltd.","ROW-2929",NULL,NULL,"https://www.gopisecurities.com/",NULL,NULL,NULL,"Gopi Securities is a technology-driven NBFC offering innovative lending solutions, including personal loans, business loans, and working capital loans, catering to individual and business clients.","Multi-Product","{homepage:https://www.gopisecurities.com/}","medium","0.86"
394,"Gove Finance Limited","ROW-2935",NULL,NULL,"https://govefinance.in/",NULL,NULL,NULL,"GOVE Finance Limited is a dynamic non-banking finance company that provides support to clientele in the commercial and passenger vehicle sector, offering financing solutions for vehicles, construction equipment, used vehicles, tractors, and buses.","Vehicle","{products:https://govefinance.in/investor-information/,homepage:https://govefinance.in/,team:https://govefinance.in/get-in-touch/,about:https://govefinance.in/about-us/}","medium","1.00"
395,"Gowra Leasing & Finance Ltd.","ROW-2939",NULL,NULL,"https://www.gowraleasing.com/",NULL,NULL,NULL,"Gowra Leasing & Finance Limited is a Non-Banking Financial Company (NBFC) registered with Reserve Bank of India, serving mid corporate and retail customers.","MSME","{homepage:https://www.gowraleasing.com/}","medium","1.00"
396,"Goyal Achal Sampatti Vikas And Niyojan Nigam Ltd","ROW-2940",NULL,NULL,"https://www.goyalassociateslimited.com/",NULL,NULL,NULL,"Goyal Associates Limited is a BSE-listed Non-Banking Financial Company (NBFC) that specializes in offering financial services to individuals, proprietary concerns, and MSMEs. They offer a broad range of financial services tailored to meet the diverse needs of their clients. The company has nearly three decades of experience in lending.","MSME","{homepage:https://www.goyalassociateslimited.com/}","medium","0.86"
397,"Goyal Commercial Private Ltd","ROW-2942",NULL,NULL,"https://www.goyalassociateslimited.com/",NULL,NULL,NULL,"Goyal Associates Limited is a BSE-listed Non-Banking Financial Company (NBFC) that specializes in offering financial services to individuals, proprietary concerns, and MSMEs. They offer a broad range of financial services tailored to meet the diverse needs of their clients. The company has nearly three decades of experience in lending to these segments.","MSME","{homepage:https://www.goyalassociateslimited.com/}","high","1.00"
398,"Gramadhar Finserve Private Limited","ROW-2952",NULL,NULL,"http://gramadhar.com/",NULL,NULL,NULL,"Gramadhar Finserve Private Limited provides credit to rural communities, aiming to enhance income and create credit history. They offer various loan products such as Business Loan, Personal loan, Vehicle Loan, and Mortgage Loans.","MSME","{homepage:http://gramadhar.com/}","medium","1.00"
